index,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
698,CHEMBL3961413,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]c(C2(C)COC2)nc1C,active,454.574,4.87292,1,4,7.602059991
699,CHEMBL3918324,Cc1cc(C)c(-c2[nH]c(C3COC3)nc2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,426.52,4.22704,1,4,7.468521083
700,CHEMBL3923523,Cc1cc(C)c(-c2[nH]c(C3COC3)nc2C)cc1C(=O)N1CC(F)(c2ccc(C#N)cc2)C1,active,444.51,4.30824,1,4,7.167491087
701,CHEMBL3896166,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2CCN(C)CC2)nc1C,active,453.59,4.61402,1,4,7.420216403
702,CHEMBL3952119,CC(=O)N1CCC(c2nc(C)c(-c3cc(C(=O)N4CC(c5ccc(C#N)cc5)C4)ccc3C)[nH]2)CC1,active,481.6,4.53072,1,4,7.537602002
703,CHEMBL3960666,COC(=O)N1CCC(c2nc(C)c(-c3cc(C(=O)N4CC(c5ccc(C#N)cc5)C4)ccc3C)[nH]2)CC1,active,497.599,4.75062,1,5,8.045757491
704,CHEMBL3956069,COC(=O)N1CCC(C)(c2nc(C)c(-c3cc(C(=O)N4CC(c5ccc(C#N)cc5)C4)ccc3C)[nH]2)CC1,active,511.626,4.92472,1,5,7.48148606
705,CHEMBL3961981,COC(=O)N1CCC(C)(c2nc(C)c(-c3cc(C(=O)N4CC(F)(c5ccc(C#N)cc5)C4)ccc3C)[nH]2)CC1,active,529.616,5.00592,1,5,7.180456064
706,CHEMBL3942630,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(CC2CCOCC2)nc1C,active,454.574,4.77392,1,4,7.200659451
707,CHEMBL3969478,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2(C)CCOCC2)nc1C,active,454.574,4.87292,1,4,7.283996656
708,CHEMBL3941358,CC(=O)N1CC(c2nc(C)c(-c3cc(C(=O)N4CC(c5ccc(C#N)cc5)C4)ccc3C)[nH]2)C1,active,453.546,3.75052,1,4,7.698970004
709,CHEMBL3979428,COC(=O)N1CC(c2nc(C)c(-c3cc(C(=O)N4CC(c5ccc(C#N)cc5)C4)ccc3C)[nH]2)C1,active,469.545,3.97042,1,5,8.096910013
710,CHEMBL3953558,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2CN(C)C2)nc1C,active,425.536,3.83382,1,4,7.187086643
711,CHEMBL3983969,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2(O)COC2)nc1C,active,428.492,3.02262,2,5,7.619788758
712,CHEMBL3954707,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2(F)COC2)nc1C,active,430.483,3.99982,1,4,7.187086643
713,CHEMBL4113491,COC1(c2nc(C)c(-c3cc(C(=O)N4CC(c5ccc(C#N)cc5)C4)ccc3C)[nH]2)COC1,active,442.519,3.67672,1,5,7.602059991
714,CHEMBL3960022,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2(O)CCOCC2)nc1C,active,456.546,3.80282,2,5,7.886056648
715,CHEMBL3965791,COC1(c2nc(C)c(-c3cc(C(=O)N4CC(c5ccc(C#N)cc5)C4)ccc3C)[nH]2)CCCOC1,active,470.573,4.45692,1,5,7.823908741
716,CHEMBL3933584,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(N2CCCC2)nc1C,active,425.536,4.40502,1,4,6.060480747
717,CHEMBL3961046,Cc1cc(C)c(-c2[nH]c(C(C)O)nc2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,414.509,4.16654,2,4,7.26760624
718,CHEMBL3914145,Cc1cc(C)c(-c2[nH]c(C(C)O)nc2C)cc1C(=O)N1CC(F)(c2ccc(C#N)cc2)C1,active,432.499,4.24774,2,4,6.958607315
719,CHEMBL3940532,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C(C)O)nc1C,active,400.482,3.85812,2,4,7.568636236
720,CHEMBL3962499,Cc1ccc(C(=O)N2CC(F)(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C(C)O)nc1C,active,418.472,3.93932,2,4,6.886056648
721,CHEMBL3935004,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2(C)COC2)nc1C#N,active,437.503,3.65598,1,5,7.698970004
722,CHEMBL3917037,Cc1cc(C)c(-c2[nH]c(C3(C)COC3)nc2C#N)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,451.53,3.9644,1,5,7.455931956
723,CHEMBL3906251,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2CC2)nc1C#N,active,407.477,4.24548,1,4,8
724,CHEMBL3978403,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]c(C2CC2)nc1C#N,active,435.531,5.02568,1,4,7.795880017
725,CHEMBL3949302,Cc1cc(C)c(-c2[nH]c(C3CC3)nc2C#N)cc1C(=O)N1CC(F)(c2ccc(C#N)cc2)C1,active,439.494,4.6351,1,4,7.619788758
726,CHEMBL3938486,Cc1cc(C)c(-c2[nH]c(C3CC3)nc2C#N)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,421.504,4.5539,1,4,7.455931956
727,CHEMBL3956986,Cc1nc(C#N)c(-c2cc(C(=O)N3CC(F)(c4ccc(C#N)cc4)C3)c(C)cc2C)[nH]1,active,413.456,4.06612,1,4,7.443697499
728,CHEMBL3965407,Cc1nc(C#N)c(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)c(C)cc2C)[nH]1,active,395.466,3.98492,1,4,7.619788758
729,CHEMBL3893063,Cc1cc(C)c(-c2[nH]c(C(C)C)nc2C#N)cc1C(=O)N1CC(F)(c2ccc(C#N)cc2)C1,active,441.51,4.8811,1,4,7.698970004
730,CHEMBL3908611,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2CCOCC2)nc1C#N,active,451.53,4.26208,1,5,7.958607315
731,CHEMBL3933609,Cc1cc(C)c(-c2[nH]c(C3CCOCC3)nc2C#N)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,465.557,4.5705,1,5,7.744727495
732,CHEMBL3903102,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2CCCO2)nc1C#N,active,437.503,4.21958,1,5,7.187086643
733,CHEMBL3899694,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2CCOC2)nc1C#N,active,437.503,3.87198,1,5,7.853871964
734,CHEMBL3922296,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2(C)CCOCC2)nc1C#N,active,465.557,4.43618,1,5,7.318758763
735,CHEMBL3894268,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2(O)CCOCC2)nc1C#N,active,467.529,3.36608,2,6,7.102372909
736,CHEMBL3909855,COC1(c2nc(C#N)c(-c3cc(C(=O)N4CC(c5ccc(C#N)cc5)C4)ccc3C)[nH]2)CCOCC1,active,481.556,4.02018,1,6,7.283996656
737,CHEMBL3983146,Cc1nc(C(F)(F)F)c(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)ccc2C)[nH]1,active,424.426,4.82362,1,3,7.823908741
738,CHEMBL3925152,Cc1cc(C)c(-c2[nH]c(CO)nc2C#N)cc1C(=O)N1CC(F)(c2ccc(C#N)cc2)C1,active,429.455,3.25,2,5,7.229147988
739,CHEMBL3952848,Cc1cc(C)c(-c2[nH]c(CO)nc2C#N)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,411.465,3.1688,2,5,7.301029996
740,CHEMBL3930576,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(CO)nc1C#N,active,397.438,2.86038,2,5,7.366531544
741,CHEMBL3933902,Cc1cc(C)c(-c2[nH]c(CC#N)nc2C)cc1C(=O)N1CC(F)(c2ccc(C#N)cc2)C1,active,427.483,4.26052,1,4,7.27572413
742,CHEMBL3911464,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(CC#N)nc1C,active,395.466,3.8709,1,4,7.638272164
743,CHEMBL3939437,Cc1cc(C)c(-c2[nH]c(CO)nc2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,400.482,3.60554,2,4,7.508638306
744,CHEMBL3923912,Cc1cc(C)c(-c2[nH]c(CO)nc2C)cc1C(=O)N1CC(F)(c2ccc(C#N)cc2)C1,active,418.472,3.68674,2,4,7.229147988
745,CHEMBL3948207,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(CO)nc1C,active,386.455,3.29712,2,4,7.055517328
746,CHEMBL3986980,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(CCO)nc1C,active,400.482,3.33962,2,4,7.920818754
747,CHEMBL3917227,Cc1cc(C)c(-c2[nH]c(C#N)nc2C)cc1C(=O)N1CC(F)(c2ccc(C#N)cc2)C1,active,413.456,4.06612,1,4,7.568636236
748,CHEMBL3954972,Cc1cc(C)c(-c2[nH]c(C#N)nc2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,395.466,3.98492,1,4,7.37675071
749,CHEMBL3932624,Cc1cc(C)c(-c2[nH]c(CO)nc2Cl)cc1C(=O)N1CC(F)(c2ccc(C#N)cc2)C1,active,438.89,4.03172,2,4,7.769551079
750,CHEMBL3966134,Cc1cc(C)c(-c2[nH]c(CO)nc2Cl)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,420.9,3.95052,2,4,7.721246399
751,CHEMBL3898969,Cc1cc(C)c(-c2[nH]c(CCC#N)nc2C)cc1C(=O)N1CC(F)(c2ccc(C#N)cc2)C1,active,441.51,4.65062,1,4,7.698970004
752,CHEMBL3940947,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(CCC#N)nc1C,active,409.493,4.261,1,4,7.958607315
753,CHEMBL3912957,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]c(C#N)nc1Cl,active,429.911,4.80168,1,4,7.27572413
754,CHEMBL3949713,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C#N)nc1Cl,active,401.857,4.02148,1,4,7.408935393
755,CHEMBL3972640,Cc1nc(CO)c(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)c(C)cc2C)[nH]1,active,400.482,3.60554,2,4,7.721246399
756,CHEMBL3962560,Cc1nc(CO)c(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)ccc2C)[nH]1,active,386.455,3.29712,2,4,7.795880017
757,CHEMBL3935073,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2CC2)nc1CO,active,412.493,3.8661,2,4,8
758,CHEMBL3908194,Cc1cc(C)c(-c2[nH]c(C(=O)N(C)C)nc2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,441.535,3.81504,1,4,6.356547324
759,CHEMBL3932646,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C(F)(F)F)nc1C,active,424.426,4.82362,1,3,7.27572413
760,CHEMBL3895704,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2CCOCC2)nc1Cl,active,460.965,5.0438,1,4,8.045757491
761,CHEMBL3923704,Cc1cc(C)c(-c2[nH]nc(C)c2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,384.483,4.42166,1,3,7.22184875
762,CHEMBL3972130,Cc1cc(C)c(-c2[nH]nc(C)c2C)cc1C(=O)N1CC(F)(c2ccc(C#N)cc2)C1,active,402.473,4.50286,1,3,6.769551079
763,CHEMBL3968574,COc1cn[nH]c1-c1cc(C(=O)N2CC(c3ccc(C#N)cc3)C2)ccc1C,active,372.428,3.505,1,4,6.823908741
764,CHEMBL3979542,COc1cn[nH]c1-c1cc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)ccc1C,active,400.482,4.2852,1,4,6.962573502
765,CHEMBL3909325,COc1cn[nH]c1-c1cc(C(=O)N2CC(F)(c3ccc(C#N)cc3)C2)ccc1C,active,390.418,3.5862,1,4,6.468521083
766,CHEMBL3915942,COc1cn[nH]c1-c1cc(C(=O)N2CC(c3ccc(C#N)cc3)C2)c(C)cc1C,active,386.455,3.81342,1,4,6.958607315
767,CHEMBL3902566,COc1c(C)n[nH]c1-c1cc(C(=O)N2CC(c3ccc(C#N)cc3)C2)ccc1C,active,386.455,3.81342,1,4,7.124938737
768,CHEMBL3921234,COc1n[nH]c(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)c(C)cc2C)c1C,active,400.482,4.12184,1,4,7.366531544
769,CHEMBL3894066,Cc1cc(C)c(-c2[nH]nc(Cl)c2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,404.901,4.76664,1,3,7.292429824
770,CHEMBL3959137,Cc1cc(C)c(-c2[nH]nc(Cl)c2C)cc1C(=O)N1CC(F)(c2ccc(C#N)cc2)C1,active,422.891,4.84784,1,3,6.749579998
771,CHEMBL3982115,Cc1ccc(C(=O)N2CC(F)(c3ccc(C#N)cc3)C2)cc1-c1[nH]nc(Cl)c1C,active,408.864,4.53942,1,3,7.022276395
772,CHEMBL3926883,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]nc(Cl)c1C,active,390.874,4.45822,1,3,7.096910013
773,CHEMBL3915492,CCc1c(F)n[nH]c1-c1cc(C(=O)N2CC(c3ccc(C#N)cc3)C2)c(C)cc1C,active,402.473,4.50632,1,3,7.200659451
774,CHEMBL3943541,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]ncc1C#N,active,367.412,3.36808,1,4,6.677780705
775,CHEMBL3903013,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]nc(C)c1C#N,active,381.439,3.6765,1,4,6.356547324
776,CHEMBL3933279,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]nc(C#N)c1C,active,381.439,3.6765,1,4,7.236572006
777,CHEMBL3929884,Cc1cc(C)c(-c2[nH]nc(C#N)c2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,395.466,3.98492,1,4,6.853871964
778,CHEMBL3915984,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]nc(C#N)c1Cl,active,401.857,4.02148,1,4,7.173925197
779,CHEMBL3943938,Cc1cc(C)c(-c2[nH]nc(C(F)(F)F)c2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,438.453,5.13204,1,3,6.721246399
780,CHEMBL3928445,Cc1cc(C)c(-c2[nH]nc(C)c2C(F)(F)F)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,438.453,5.13204,1,3,6.853871964
781,CHEMBL4113870,C/C(C(=N)C1CCOC1)=C(/N)c1cc(C(=O)N2CC(c3ccc(C#N)cc3)C2)ccc1C,active,428.536,3.85227,2,5,7.026872146
782,CHEMBL3901552,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]nc(C2CC2)c1C,active,396.494,4.68222,1,3,7.251811973
783,CHEMBL3929509,Cc1cc(C)c(-c2[nH]nc(C3CC3)c2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,410.521,4.99064,1,3,6.958607315
784,CHEMBL3907017,Cc1cc(C)c(-c2[nH]nc(C)c2C2CC2)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,410.521,4.99064,1,3,6.698970004
785,CHEMBL3938541,Cc1cc(C2CC2)c(-c2[nH]nc(C)c2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,410.521,4.99064,1,3,7
786,CHEMBL3908254,COCc1n[nH]c(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)c(C)cc2C)c1C,active,414.509,4.25964,1,4,7.229147988
787,CHEMBL3936191,Cc1n[nH]c(C)c1-c1cccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)c1,inactive,356.429,3.80482,1,3,4.301029996
788,CHEMBL3936710,Cc1cc(C)c(-c2[nH]nc(C3CCCO3)c2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,440.547,4.96474,1,4,7.292429824
789,CHEMBL3907499,Cc1cc(C)c(-c2[nH]nc(COCC3CC3)c2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,454.574,5.03984,1,4,7.244125144
790,CHEMBL3934120,COCCOc1n[nH]c(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)c(C)cc2C)c1C,inactive,444.535,4.13844,1,5,4.301029996
791,CHEMBL3921231,Cc1cc(C)c(-c2[nH]nc(OCC3CC3)c2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,inactive,440.547,4.90204,1,4,4.301029996
792,CHEMBL3984313,COc1c(Cl)n[nH]c1-c1cc(C(=O)N2CC(c3ccc(C#N)cc3)C2)c(C)cc1C,active,420.9,4.46682,1,4,6.958607315
793,CHEMBL3890268,COc1c(C#N)n[nH]c1-c1cc(C(=O)N2CC(c3ccc(C#N)cc3)C2)c(C)cc1C,active,411.465,3.6851,1,5,7.050609993
794,CHEMBL3921854,COCc1n[nH]c(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)c(C)cc2C)c1Cl,active,434.927,4.60462,1,4,7.142667504
795,CHEMBL3982738,Cc1nc(CCO)c(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)ccc2C)[nH]1,active,400.482,3.33962,2,4,7.040958608
796,CHEMBL3932114,CC(=O)OCc1nc(Cl)c(-c2cc(C(=O)N3CC(F)(c4ccc(C#N)cc4)C3)ccc2C)[nH]1,active,466.9,4.2941,1,5,7.193820026
797,CHEMBL3911823,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(CO)nc1C(F)(F)F,active,440.425,4.0075,2,4,7.356547324
798,CHEMBL3936204,Cc1ccc(C(=O)N2CC(F)(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(CO)nc1C(F)(F)F,active,458.415,4.0887,2,4,7.318758763
799,CHEMBL3899214,Cc1cc(C)c(-c2[nH]nc(CO)c2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,400.482,3.60554,2,4,7.214670165
800,CHEMBL3927245,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2CCOCC2)nc1C(F)(F)F,active,494.517,5.4092,1,4,7.537602002
801,CHEMBL3980686,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2(C)CCOCC2)nc1C(F)(F)F,active,508.544,5.5833,1,4,7.585026652
802,CHEMBL3914043,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2(C)COC2)nc1C(F)(F)F,active,480.49,4.8031,1,4,7.744727495
803,CHEMBL3895933,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2CCN(C)CC2)nc1C(F)(F)F,active,507.56,5.3244,1,4,7.677780705
804,CHEMBL3944122,COC(=O)N1CCC(c2nc(C(F)(F)F)c(-c3cc(C(=O)N4CC(c5ccc(C#N)cc5)C4)ccc3C)[nH]2)CC1,active,551.569,5.461,1,5,7.698970004
805,CHEMBL3975932,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2CCN(C)C2)nc1C(F)(F)F,active,493.533,4.9343,1,4,7.356547324
806,CHEMBL3946620,Cc1cc(C)c(-c2[nH]nc(C3CC3)c2Cl)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,430.939,5.33562,1,3,7.193820026
807,CHEMBL3970842,Cc1cc(C)c(-c2[nH]nc(C3CCOCC3)c2Cl)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,474.992,5.35222,1,4,7.30980392
808,CHEMBL3983146,Cc1nc(C(F)(F)F)c(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)ccc2C)[nH]1,active,424.426,4.82362,1,3,7.508638306
809,CHEMBL3959794,Cc1nc(CC(F)(F)F)c(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)ccc2C)[nH]1,active,438.453,4.90962,1,3,7.619788758
810,CHEMBL3931603,COC1CCC(c2nc(C)c(-c3cc(C(=O)N4CC(c5ccc(C#N)cc5)C4)ccc3C)[nH]2)CC1,active,468.601,5.47742,1,4,7.585026652
811,CHEMBL3931603,COC1CCC(c2nc(C)c(-c3cc(C(=O)N4CC(c5ccc(C#N)cc5)C4)ccc3C)[nH]2)CC1,active,468.601,5.47742,1,4,7.619788758
812,CHEMBL3975312,Cc1cc(C)c(-c2[nH]nc(CO)c2Cl)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,420.9,3.95052,2,4,7.677780705
813,CHEMBL3930427,COCCc1n[nH]c(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)c(C)cc2C)c1C,active,428.536,4.30214,1,4,7.107905397
814,CHEMBL3939411,COCCc1n[nH]c(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)c(C)cc2C)c1Cl,active,448.954,4.64712,1,4,7.251811973
815,CHEMBL3957719,Cc1cc(C)c(-c2[nH]nc(COC3COC3)c2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,456.546,4.02864,1,5,7.431798276
816,CHEMBL3907287,Cc1cc(C)c(-c2[nH]nc(COCC(F)(F)F)c2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,482.506,5.19214,1,4,7.431798276
817,CHEMBL3936764,Cc1cc(C)c(-c2[nH]nc(CC(F)(F)F)c2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,452.48,5.21804,1,3,7
818,CHEMBL3969857,Cc1cc(C)c(-c2[nH]nc(C)c2CC(F)(F)F)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,452.48,5.21804,1,3,6.337242168
819,CHEMBL3891337,COc1ccc(C2CCN(C(=O)c3ccc(C)c(-c4[nH]c(C)nc4C)c3)CC2)cc1,active,403.526,5.03036,1,3,7.050609993
820,CHEMBL3984143,Cc1cc(C)c(-c2[nH]nc(C3CCOC3)c2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,440.547,4.61714,1,4,7
821,CHEMBL3914318,Cc1cc(C)c(-c2[nH]nc(C3CCOCC3)c2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,454.574,5.00724,1,4,6.958607315
822,CHEMBL3891794,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2CCC(O)CC2)nc1C,active,454.574,4.82332,2,4,8
823,CHEMBL3916597,COC(=O)N1CCC(O)(c2nc(C)c(-c3cc(C(=O)N4CC(c5ccc(C#N)cc5)C4)ccc3C)[nH]2)CC1,active,513.598,3.85462,2,6,7.619788758
824,CHEMBL3939407,COC(=O)N1CCC(OC)(c2nc(C)c(-c3cc(C(=O)N4CC(c5ccc(C#N)cc5)C4)ccc3C)[nH]2)CC1,active,527.625,4.50872,1,6,7.455931956
825,CHEMBL3961371,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2(C)CCOCC2)nc1Cl,active,474.992,5.2179,1,4,7.744727495
826,CHEMBL3933878,Cc1ccc(C(=O)N2CC(F)(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2(C)CCOCC2)nc1Cl,active,492.982,5.2991,1,4,7.795880017
827,CHEMBL3949269,COC(=O)N1CCC(C)(c2nc(Cl)c(-c3cc(C(=O)N4CC(c5ccc(C#N)cc5)C4)ccc3C)[nH]2)CC1,active,532.044,5.2697,1,5,7.853871964
828,CHEMBL3924969,Cc1nc(CC(F)(F)F)c(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)c(C)cc2C)[nH]1,active,452.48,5.21804,1,3,7.721246399
829,CHEMBL3899430,Cc1cc(C)c(-c2[nH]nc(COC(C)C)c2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,442.563,5.03824,1,4,7.259637311
830,CHEMBL3894044,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(CCO)nc1C(F)(F)F,active,454.452,4.05,2,4,7.958607315
831,CHEMBL3922048,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(CCO)nc1Cl,active,420.9,3.6846,2,4,8.045757491
832,CHEMBL3920956,Cc1ccc(C(=O)N2CC(F)(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(CCO)nc1Cl,active,438.89,3.7658,2,4,7.744727495
833,CHEMBL3945317,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C(C)(F)F)nc1C,active,420.463,4.91652,1,3,7.086186148
834,CHEMBL3908480,CC(=O)OCc1n[nH]c(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)c(C)cc2C)c1C,active,442.519,4.17634,1,5,6.07007044
835,CHEMBL3936427,COCc1c(C)n[nH]c1-c1cc(C(=O)N2CC(c3ccc(C#N)cc3)C2)c(C)cc1C,active,414.509,4.25964,1,4,7.060480747
836,CHEMBL3891688,Cc1ccc(C(=O)N2CC(F)(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C(F)(F)F)nc1C,active,442.416,4.90482,1,3,6.958607315
837,CHEMBL3923215,COCc1nc(Cl)c(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)ccc2C)[nH]1,active,420.9,4.2962,1,4,7.853871964
838,CHEMBL3933162,COCc1nc(C(F)(F)F)c(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)ccc2C)[nH]1,active,454.452,4.6616,1,4,7.920818754
839,CHEMBL3901281,COCCc1nc(Cl)c(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)ccc2C)[nH]1,active,434.927,4.3387,1,4,7.886056648
840,CHEMBL3938270,COCCc1nc(C(F)(F)F)c(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)ccc2C)[nH]1,active,468.479,4.7041,1,4,7.958607315
841,CHEMBL3906726,CCc1nc(C(F)(F)F)[nH]c1-c1cc(C(=O)N2CC(c3ccc(C#N)cc3)C2)ccc1C,active,438.453,5.0776,1,3,7.677780705
842,CHEMBL3943679,COCc1nc(C(F)(F)F)[nH]c1-c1cc(C(=O)N2CC(c3ccc(C#N)cc3)C2)ccc1C,active,454.452,4.6616,1,4,7.397940009
843,CHEMBL3915719,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C(F)(F)F)nc1C1CC1,active,450.464,5.3926,1,3,7.638272164
