level_0,index,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
477,477,CHEMBL3666643,Cc1cc(C)c(-c2nc3c([nH]2)COCC3(C)C)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,468.6010000000003,5.392820000000005,1,4,6.8696662315049934
478,478,CHEMBL3666644,Cc1cc(C)c(-c2nc3c([nH]2)COCC3C)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,454.5740000000003,5.218720000000005,1,4,6.978810700930062
479,479,CHEMBL3666645,CC(=O)N1Cc2[nH]c(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)c(C)cc3C)nc2C(C)(C)C1,active,509.6540000000004,5.224720000000006,1,4,7.154901959985743
480,480,CHEMBL3666646,Cc1cc(C)c(-c2nc3c([nH]2)CN(C(C)C)CC3(C)C)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,509.6980000000004,6.086620000000007,1,4,6.886056647693163
481,481,CHEMBL3666647,COC(=O)N1Cc2[nH]c(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)c(C)cc3C)nc2CC1C,active,511.6260000000004,5.098020000000005,1,5,7.154901959985743
482,482,CHEMBL3666648,COC(=O)N1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)c(C)cc3C)[nH]c2C1C,active,511.6260000000003,5.270520000000005,1,5,7.113509274827518
483,483,CHEMBL3666649,Cc1cc(C)c(-c2nc3c([nH]2)CN(C)C(C)C3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,467.6170000000003,4.961420000000005,1,4,6.886056647693163
484,484,CHEMBL3666650,Cc1cc(C)c(-c2nc3c([nH]2)C(C)N(C)CC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,467.6170000000003,5.133920000000005,1,4,6.8696662315049934
485,485,CHEMBL3666651,CC(=O)N1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)c(C)cc3C)[nH]c2C1C,active,495.6270000000003,5.050620000000005,1,4,7.096910013008056
486,486,CHEMBL3666652,CC(=O)N1Cc2[nH]c(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)c(C)cc3C)nc2C2(CC2)C1,active,507.63800000000043,4.978720000000005,1,4,6.886056647693163
487,487,CHEMBL3666653,COC1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)c(C)cc3C)[nH]c2C1,active,468.6010000000003,5.088720000000005,1,4,6.508638306165727
488,488,CHEMBL3666654,Cc1cc(C)c(-c2nc3c([nH]2)CC(O)CC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,454.5740000000003,4.434620000000004,2,4,7.045757490560675
489,489,CHEMBL3666655,COC1Cc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)c(C)cc3C)[nH]c2C1,active,454.5740000000003,4.6986200000000045,1,4,6.978810700930062
490,490,CHEMBL3666656,Cc1cc(C)c(-c2nc3c([nH]2)COC(C)(C)C3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,468.6010000000003,5.436320000000006,1,4,6.107905397309519
491,491,CHEMBL3666657,Cc1cc(C)c(-c2nc3c([nH]2)C(C)OCC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,454.5740000000003,5.218720000000005,1,4,6.356547323513812
492,492,CHEMBL3666658,Cc1cc(C)c(-c2nc3c([nH]2)COC(C)C3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,454.5740000000003,5.046220000000004,1,4,7.187086643357144
493,493,CHEMBL3666659,Cc1cc(C)c(-c2nc3c([nH]2)CC(C#N)C3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,449.5580000000003,4.823400000000005,1,4,7.301029995663981
494,494,CHEMBL3666660,Cc1cc(C)c(-c2nc3c([nH]2)COC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,inactive,426.52000000000027,4.615220000000003,1,4,4.460046158343603
495,495,CHEMBL3666661,Cc1cc(F)c(-c2nc3c([nH]2)COCC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,intermediate,444.5100000000003,4.488400000000004,1,4,5.7423214251308154
496,496,CHEMBL3666662,CC(=O)N1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)c(C)cc3Cl)[nH]c2C1,active,502.0180000000003,4.8346000000000044,1,4,6.769551078621726
497,497,CHEMBL3666663,CC(=O)N1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(F)cc5)CC4)c(C)cc3Cl)[nH]c2C1,intermediate,494.9980000000002,5.102020000000005,1,3,5.6777807052660805
498,498,CHEMBL3666664,CCc1cc(F)c(-c2nc3c([nH]2)COCC3)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,intermediate,476.52700000000027,4.823580000000004,1,4,5.94692155651658
499,499,CHEMBL3666665,Cc1cc(Cl)c(-c2nc3c([nH]2)COCC3)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,478.9550000000003,5.083900000000004,1,4,6.346787486224656
500,500,CHEMBL3666666,CCc1cc(Cl)c(-c2nc3c([nH]2)COCC3)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,492.9820000000003,5.337880000000005,1,4,6.638272163982407
501,501,CHEMBL3666667,CCc1cc(Cl)c(-c2nc3c([nH]2)CN(C(C)=O)CC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,516.0450000000003,5.088580000000005,1,4,6.958607314841775
502,502,CHEMBL3666668,Cc1ccc(C(=O)N2CCC3(CC2)OCc2cc(C#N)ccc23)cc1NC(=O)NC[C@H]1CCCO1,active,474.5610000000002,3.8289000000000017,2,5,6.7447274948966935
503,503,CHEMBL3666669,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1NC(=O)NC1COC1,active,436.48700000000025,3.4880000000000013,2,4,7.301029995663981
504,504,CHEMBL3666670,COCCc1nnc(-c2cccc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c2C)[nH]1,inactive,429.5240000000002,3.8605000000000027,1,5,4.301029995663981
505,505,CHEMBL3666671,COCc1nnc(-c2cc(C(=O)N3CCC(F)(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)[nH]1,active,487.5790000000003,5.166700000000005,1,5,6.886056647693163
506,506,CHEMBL3666672,COCc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C2CC2)[nH]1,active,455.5620000000003,4.695400000000004,1,5,6.376750709602099
507,507,CHEMBL3666673,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C(F)F)cc4)CC3)c(C)cc2C2CCC2)[nH]1,active,464.5600000000003,6.313440000000005,1,3,6.958607314841775
508,508,CHEMBL3661754,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)[nH]1,active,439.5630000000003,5.247520000000004,1,4,6.7447274948966935
509,509,CHEMBL3666674,COCc1nnc(-c2ccc(C)c(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c2)[nH]1,inactive,415.4970000000001,3.818000000000003,1,5,4.6728454875905685
510,510,CHEMBL3666675,COCc1ncc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2C2CCC2)[nH]1,active,454.57400000000024,5.382080000000005,1,4,6.619788758288394
511,511,CHEMBL3666676,Cc1ncc(-c2cc(C(=O)N3CCC(F)(c4ccc(C#N)cc4)CC3)ccc2C2CCC2)[nH]1,active,442.53800000000024,5.625300000000005,1,3,7.0
512,512,CHEMBL3666677,Cc1cc(C2CCC2)c(-c2nnc(CCO)[nH]2)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,487.57900000000035,4.555100000000004,2,5,7.154901959985743
513,513,CHEMBL3666678,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2N2CCCC2)[nH]1,active,454.5780000000003,4.580220000000003,1,5,6.886056647693163
514,514,CHEMBL3666679,CS(=O)(=O)Nc1cc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)ccc1C1CCC1,active,437.5650000000003,4.217080000000004,1,4,6.267606240177032
515,515,CHEMBL3666680,CC(=O)Nc1cc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)ccc1C1CCC1,active,401.5100000000002,4.803980000000005,1,3,6.42021640338319
516,516,CHEMBL3666681,N#Cc1ccc(C2CCN(C(=O)c3ccc(C4CCC4)c(NC(=O)N[C@H]4CCOC4)c3)CC2)cc1,active,472.5890000000003,4.755980000000004,2,4,7.522878745280337
517,517,CHEMBL3666682,COCc1ncc(-c2cc(C(=O)N3CCC(F)(c4ccc(C#N)cc4)CC3)ccc2C2CCC2)[nH]1,active,472.56400000000025,5.463280000000005,1,4,6.7447274948966935
518,518,CHEMBL3666683,N#Cc1ccc(C2CCN(C(=O)c3ccc(C4CCC4)c(NC(=O)O[C@@H]4CCOC4)c3)CC2)cc1,active,473.5730000000003,5.182980000000004,1,5,7.045757490560675
519,519,CHEMBL3666684,N#Cc1ccc(C2CCN(C(=O)c3ccc(C4CCC4)c(NC(=O)O[C@H]4CCOC4)c3)CC2)cc1,active,473.5730000000003,5.182980000000004,1,5,7.154901959985743
520,520,CHEMBL3666685,N#Cc1ccc(C2CCN(C(=O)c3ccc(C4CCC4)c(NC(=O)NC[C@H]4CCCO4)c3)CC2)cc1,active,486.6160000000003,5.146080000000004,2,4,7.522878745280337
521,521,CHEMBL3666686,N#Cc1ccc(C2CCN(C(=O)c3ccc(C4CCC4)c(NC(=O)NC[C@@H]4CCCO4)c3)CC2)cc1,active,486.6160000000003,5.146080000000004,2,4,7.045757490560675
522,522,CHEMBL3671586,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2S(C)(=O)=O)[nH]1,inactive,463.5630000000002,3.3835200000000016,1,6,4.301029995663981
523,523,CHEMBL3893984,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C)[nH]1,active,412.53700000000015,5.201860000000005,1,3,7.619788758288394
524,524,CHEMBL3959472,COCc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C)[nH]1,active,442.5630000000002,5.039840000000004,1,4,7.3872161432802645
525,525,CHEMBL3934732,Cc1cc(C)c(-c2[nH]c(CO)nc2C)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,428.53600000000023,4.385740000000004,2,4,7.494850021680094
526,526,CHEMBL3970537,COCc1nc(C2CC2)c(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2C)[nH]1,active,454.5740000000002,5.300400000000005,1,4,7.275724130399211
527,527,CHEMBL3905299,Cc1nc(C)c(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)ccc2C)[nH]1,active,370.4560000000001,4.113240000000003,1,3,8.0
528,528,CHEMBL3981901,Cc1cc(C2CCC2)c(C(N)=O)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,373.45600000000013,3.4727000000000023,1,3,6.978810700930062
529,529,CHEMBL3975955,Cc1nc(Cl)c(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)ccc2C)[nH]1,active,390.87400000000014,4.458220000000003,1,3,8.221848749616356
530,530,CHEMBL3946637,Cc1nnc(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)c(C)cc2C2CCC2)[nH]1,active,411.50900000000024,4.4673200000000035,1,4,7.3979400086720375
531,531,CHEMBL3930059,COCc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2C2CCC2)[nH]1,active,468.6010000000003,5.690500000000005,1,4,7.6020599913279625
532,532,CHEMBL3963875,COCc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2C2CC2)[nH]1,active,454.57400000000024,5.300400000000005,1,4,7.568636235841013
533,533,CHEMBL3894295,COCc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2C)[nH]1,active,428.5360000000002,4.731420000000004,1,4,7.443697499232712
534,534,CHEMBL3914523,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]c(CO)nc1C,active,414.50900000000024,4.077320000000003,2,4,7.443697499232712
535,535,CHEMBL3915660,Cc1nc(Cl)c(-c2cc(C(=O)N3CCC(F)(c4ccc(C#N)cc4)CC3)ccc2C)[nH]1,active,436.9180000000001,5.319620000000005,1,3,8.221848749616356
536,536,CHEMBL3953567,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C#N)nc1C,active,381.43900000000014,3.6765000000000025,1,4,7.568636235841013
537,537,CHEMBL3905229,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]c(C#N)nc1C,active,409.4930000000002,4.456700000000003,1,4,7.585026652029182
538,538,CHEMBL3893117,Cc1nc(C#N)c(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2C)[nH]1,active,409.49300000000017,4.456700000000003,1,4,7.7447274948966935
539,539,CHEMBL3922349,CCc1nc(COC)[nH]c1-c1cc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)ccc1C,active,442.5630000000002,4.985400000000005,1,4,7.346787486224656
540,540,CHEMBL3894320,Cc1nc(C)c(-c2ccc(C)c(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c2)[nH]1,active,398.51000000000005,4.8934400000000045,1,3,6.267606240177032
541,541,CHEMBL3981007,CCc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]c(COC)nc1C,active,442.5630000000003,4.985400000000005,1,4,7.522878745280337
542,542,CHEMBL3907415,COCc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]c(C)nc1C,active,428.5360000000002,4.731420000000004,1,4,6.782516055786093
543,543,CHEMBL3971921,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]cnc1C,active,384.4830000000002,4.585020000000004,1,3,6.684029654543083
544,544,CHEMBL3943160,Cc1nc(C)c(-c2cccc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c2)[nH]1,intermediate,384.48300000000006,4.585020000000004,1,3,5.772113295386326
545,545,CHEMBL3958510,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]c(CCO)nc1C,active,428.5360000000003,4.119820000000003,2,4,7.5376020021010435
546,546,CHEMBL3892973,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]c(CCN(C)C)nc1C,active,455.60600000000034,4.689120000000004,1,4,7.3872161432802645
547,547,CHEMBL3981989,Cc1ncc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2C)[nH]1,active,384.4830000000001,4.585020000000004,1,3,6.610833915635467
548,548,CHEMBL3927497,COCc1nc(Cl)c(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2C)[nH]1,active,448.9540000000002,5.076400000000004,1,4,8.045757490560675
549,549,CHEMBL3970635,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(CO)nc1Cl,active,406.87300000000016,3.6421000000000023,2,4,7.318758762624412
550,550,CHEMBL3911196,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]c(CO)nc1Cl,active,434.92700000000025,4.422300000000004,2,4,7.619788758288394
551,551,CHEMBL3971732,Cc1ccc(C(=O)N2CC(F)(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(CO)nc1Cl,active,424.86300000000017,3.723300000000003,2,4,7.795880017344075
552,552,CHEMBL3902171,Cc1nc(Cl)c(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)c(C)cc2C)[nH]1,active,404.9010000000002,4.766640000000004,1,3,7.958607314841775
553,553,CHEMBL3973206,Cc1nc(Cl)c(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C)[nH]1,active,432.9550000000002,5.546840000000005,1,3,7.920818753952375
554,554,CHEMBL3896687,Cc1nc(Cl)c(-c2cccc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c2)[nH]1,active,404.9010000000001,4.930000000000004,1,3,7.096910013008056
555,555,CHEMBL3928810,Cc1nc(Cl)c(-c2cccc(C(=O)N3CC(c4ccc(C#N)cc4)C3)c2)[nH]1,active,376.8470000000001,4.1498000000000035,1,3,7.318758762624412
556,556,CHEMBL3975742,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccc(Cl)cc4)C3)ccc2C)[nH]1,intermediate,393.91800000000006,5.285060000000005,1,2,5.542118103266008
557,557,CHEMBL3956810,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccc5nncn5c4)CC3)ccc2C)[nH]1,intermediate,414.5130000000001,4.064460000000003,1,5,5.036684488613889
558,558,CHEMBL3918933,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2C)[nH]1,active,398.5100000000001,4.8934400000000045,1,3,7.494850021680094
559,559,CHEMBL3894429,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccn5cncc5c4)CC3)ccc2C)[nH]1,active,413.52500000000015,4.6694600000000035,1,4,6.982966660701219
560,560,CHEMBL3962035,CNC(=O)c1cc(C(=O)N2CCC(c3ccn4cncc4c3)CC2)c(C)cc1C1CCC1,active,430.5520000000003,4.289620000000004,1,4,6.376750709602099
561,561,CHEMBL3976943,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccn5nncc5c4)CC3)ccc2C)[nH]1,active,414.51300000000015,4.064460000000003,1,5,6.2076083105017466
562,562,CHEMBL3964640,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccn5cnnc5c4)CC3)ccc2C)[nH]1,inactive,414.51300000000015,4.064460000000003,1,5,4.301029995663981
563,563,CHEMBL3975014,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccc(Cl)cc4)CC3)ccc2C)[nH]1,active,407.9450000000001,5.675160000000005,1,2,7.494850021680094
564,564,CHEMBL3936004,Cc1ccc(C(=O)N2CC(F)(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2CC2)nc1Cl,active,434.90200000000027,5.108400000000004,1,3,7.920818753952375
565,565,CHEMBL3949918,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2CC2)nc1Cl,active,416.91200000000015,5.027200000000004,1,3,8.154901959985743
566,566,CHEMBL3975941,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C(C)C)nc1Cl,active,418.9280000000001,5.2732000000000046,1,3,8.045757490560675
567,567,CHEMBL3962197,Cc1nc(Cl)c(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2C)[nH]1,active,418.92800000000017,5.238420000000005,1,3,8.301029995663981
568,568,CHEMBL3968803,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]c(C2CC2)nc1Cl,active,444.96600000000024,5.807400000000005,1,3,8.154901959985743
569,569,CHEMBL3940149,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1-c1[nH]c(C2CC2)nc1Cl,active,462.95600000000024,5.888600000000005,1,3,8.045757490560675
570,570,CHEMBL3945625,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]c(C(C)C)nc1Cl,active,446.9820000000002,6.053400000000005,1,3,8.045757490560675
571,571,CHEMBL3917729,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2Cl)[nH]1,active,418.9280000000001,5.238420000000005,1,3,6.838631997765025
572,572,CHEMBL3954321,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]ncc1Cl,active,376.8470000000001,4.149800000000003,1,3,7.721246399047171
573,573,CHEMBL3923173,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1-c1[nH]cnc1Cl,active,422.8910000000002,5.011200000000004,1,3,7.337242168318426
574,574,CHEMBL3959628,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]ncc1Cl,active,404.9010000000002,4.930000000000004,1,3,7.481486060122112
575,575,CHEMBL3932119,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]nc(C)c1Cl,active,390.87400000000014,4.458220000000004,1,3,7.698970004336019
576,576,CHEMBL3941006,Cc1ccc(C(=O)N2CC(F)(c3ccc(C#N)cc3)C2)cc1-c1[nH]nc(C)c1Cl,active,408.86400000000015,4.539420000000003,1,3,7.0655015487564325
577,577,CHEMBL3945221,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]ncc1C,active,356.4290000000001,3.804820000000002,1,3,7.6777807052660805
578,578,CHEMBL3981322,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]ncc1C,active,384.4830000000002,4.585020000000004,1,3,7.013228265733755
579,579,CHEMBL3906844,Cc1ccc(C(=O)N2CC(F)(c3ccc(C#N)cc3)C2)cc1-c1[nH]ncc1C,active,374.41900000000015,3.886020000000002,1,3,6.991399828238082
580,580,CHEMBL3926590,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]nc(C)c1C,active,370.45600000000013,4.113240000000003,1,3,7.481486060122112
581,581,CHEMBL3957597,Cc1ccc(C(=O)N2CC(F)(c3ccc(C#N)cc3)C2)cc1-c1[nH]nc(C)c1C,active,388.4460000000002,4.194440000000003,1,3,6.958607314841775
582,582,CHEMBL3921137,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1cn[nH]c1C,active,384.4830000000002,4.585020000000004,1,3,6.508638306165727
583,583,CHEMBL3948957,CNC(=O)c1cc(C(=O)N2CCC(c3ccc4[nH]ncc4c3)CC2)c(C)cc1C1CCC1,active,430.5520000000003,4.518220000000004,2,3,6.187086643357144
584,584,CHEMBL3919942,CNC(=O)c1cc(C(=O)N2CCC(c3ccc4ccoc4c3)CC2)c(C)cc1C1CCC1,intermediate,430.5480000000003,5.388120000000005,1,3,5.928117992693875
585,585,CHEMBL3944341,CNC(=O)c1cc(C(=O)N2CCC(c3ccn4nccc4c3)CC2)c(C)cc1C1CCC1,intermediate,430.5520000000003,4.289620000000004,1,4,5.809668301829708
586,586,CHEMBL3901443,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccn5cncc5c4)CC3)ccc2C2CCC2)[nH]1,active,453.59000000000026,5.628540000000005,1,4,7.301029995663981
587,587,CHEMBL3962961,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccn5cnc(C)c5c4)CC3)c(C)cc2C)[nH]1,intermediate,441.57900000000024,5.286300000000004,1,4,5.6252516539898965
588,588,CHEMBL3962982,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccn5c(C)ncc5c4)CC3)c(C)cc2C)[nH]1,intermediate,441.57900000000024,5.286300000000004,1,4,5.603800652904264
589,589,CHEMBL3967497,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccn5cnc(Cl)c5c4)CC3)c(C)cc2C)[nH]1,active,461.99700000000024,5.631280000000006,1,4,6.823908740944319
590,590,CHEMBL3971978,Cc1nc(C)c(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)c(C)cc2C)[nH]1,active,384.4830000000001,4.421660000000003,1,3,7.7447274948966935
591,591,CHEMBL3938900,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccn5cncc5c4)CC3)c(C)cc2C)[nH]1,active,427.5520000000002,4.977880000000004,1,4,6.688246138944246
592,592,CHEMBL3960855,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccn5c(Cl)ncc5c4)CC3)c(C)cc2C)[nH]1,active,461.9970000000002,5.631280000000006,1,4,6.522878745280337
593,593,CHEMBL3933387,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccn5cnc(C)c5c4)CC3)ccc2C2CC2)[nH]1,active,453.59000000000026,5.546860000000005,1,4,6.376750709602099
594,594,CHEMBL3985033,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccn5c(C)ncc5c4)CC3)ccc2C2CC2)[nH]1,active,453.59000000000026,5.546860000000005,1,4,6.0
595,595,CHEMBL3959828,CNC(=O)c1cc(C(=O)N2CCC(c3ccc(-n4cccn4)cc3)CC2)c(C)cc1C1CCC1,active,456.59000000000026,4.827620000000005,1,4,6.337242168318426
596,596,CHEMBL3976965,CNC(=O)c1cc(C(=O)N2CCC(c3ccc(-n4cnnc4)cc3)CC2)c(C)cc1C1CCC1,active,457.57800000000026,4.222620000000004,1,5,7.136677139879544
597,597,CHEMBL3947691,C#Cc1ccc(C2CCN(C(=O)c3cc(C(=O)NC)c(C4CCC4)cc3C)CC2)cc1,active,414.54900000000026,4.623220000000004,1,2,7.161150909262744
598,598,CHEMBL3962104,CC#Cc1ccc(C2CCN(C(=O)c3cc(C(=O)NC)c(C4CCC4)cc3C)CC2)cc1,active,428.5760000000003,5.013320000000005,1,2,6.903089986991944
599,599,CHEMBL3931107,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc5nccn5c4)CC3)c(C)cc2C2CCC2)[nH]1,intermediate,454.57800000000026,5.023540000000004,1,5,5.43533393574791
600,600,CHEMBL3908483,Cc1nnc(-c2cc(C(=O)N3CC(F)(c4ccc(C#N)cc4)C3)c(C)cc2C2CCC2)[nH]1,active,429.4990000000002,4.5485200000000034,1,4,7.229147988357855
601,601,CHEMBL3936432,COCCc1nnc(-c2cc(C(=O)N3CC(F)(c4ccc(C#N)cc4)C3)c(C)cc2C2CCC2)[nH]1,active,473.5520000000003,4.429000000000004,1,5,7.2441251443275085
602,602,CHEMBL3892817,COCCc1nnc(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)c(C)cc2C2CCC2)[nH]1,active,455.5620000000003,4.347800000000004,1,5,7.267606240177032
603,603,CHEMBL3917301,Cc1cc(C2CCC2)c(-c2nc3c([nH]2)CCN(C)CC3)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,479.62800000000027,4.794300000000004,1,4,7.698970004336019
604,604,CHEMBL3894047,Cc1cc(C)c(-c2nc3c([nH]2)CCN(C(C)C)CC3)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,467.61700000000025,4.613820000000004,1,4,7.2076083105017466
605,605,CHEMBL3922051,Cc1cc(C)c(-c2nc3c([nH]2)CCN(C)CC3)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,439.5630000000002,3.835220000000003,1,4,6.950781977329818
606,606,CHEMBL3922051,Cc1cc(C)c(-c2nc3c([nH]2)CCN(C)CC3)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,439.5630000000002,3.835220000000003,1,4,7.2441251443275085
607,607,CHEMBL3930975,Cc1cc(C2CC2)c(-c2nc3c([nH]2)CCN(C)CC3)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,465.6010000000002,4.404200000000004,1,4,7.0655015487564325
